"PUBLISHER_ID","NAME","TEMP_PUB_ID","COMMERCIAL_NAME","ADDRESS"
12379,"Мұраттас",12379,"",""
12380,"Техносфера",12380,"",""
12381,"Астрель, АСТ",12381,"",""
12382,"Кенже-Пресс-Медиа",12382,"",""
12383,"Күлтегін",12383,"",""
12384,"Две столицы",12384,"",""
12385,"Интерстиль",12385,"",""
12386,"CBHV",12386,"",""
12387,"Астана",12387,"",""
12388,"Изографус",12388,"",""
12389,"Жедел",12389,"",""
12390,"ООО""Бином-Пресс""",12390,"",""
12391,"Тургайская областная типография",12391,"",""
12392,"Билиг",12392,"",""
12393,"Академический Проект",12393,"",""
12394,"Северный Казахстан",12394,"",""
12395,"Анкара",12395,"",""
12396,"Kultur bakaligi",12396,"",""
12397,"International Money Fund",12397,"",""
12398,"ПРИОР",12398,"",""
12399,"Ирфон",12399,"",""
12400,"Математическое образование",12400,"",""
12401,"Университет Кайнар",12401,"",""
12402,"Горячая линия - Телеком",12402,"",""
12403,"Belknap Harvard",12403,"",""
12404,"Айат",12404,"",""
12405,"Қазақ Университеті",12405,"",""
12406,"Колесо",12406,"",""
12407,"A Birch Lane Press Book",12407,"",""
12408,"Агроиздат",12408,"",""
12409,"ИНТУИ.РУ",12409,"",""
12410,"Mors yayinevi",12410,"",""
12411,"Bogazici yayinlari",12411,"",""
12412,"Комета",12412,"",""
12413,"Идательство социально-политической литературы",12413,"",""
12414,"Дін істер басқармасы",12414,"",""
12415,"Ақарман",12415,"",""
12416,"Ел-шежіре",12416,"",""
12417,"Молодая гвардия/Фолиант",12417,"",""
12418,"Injoy Inc",12418,"",""
12419,"Сардар",12419,"",""
12420,"Берел",12420,"",""
12421,"Школа ХХІ века",12421,"",""
12422,"Халықаралық Абай клубы",12422,"",""
12423,"ИД ""Жибек жолы""",12423,"",""
12424,"Шымкент қалалық баспаханасы",12424,"",""
12425,"Ценные бумаги",12425,"",""
12426,"БАРО-ПРЕСС",12426,"",""
12427,"Акнур и К",12427,"",""
12428,"Абай атындағы Алматы Мемлекеттік Университеті",12428,"",""
12429,"Заң әдебиетi",12429,"",""
12430,"Олжа",12430,"",""
12431,"І.Есенберлин атындағы қоғамдық қор",12431,"",""
12432,"ҚР Президентінің жанындағы ҚСЗИ",12432,"",""
12433,"Нұрлы бейне",12433,"",""
12434,"Комплекс",12434,"",""
12435,"PRINT COM INT",12435,"",""
12436,"деловой Мир Астана",12436,"",""
12437,"ТетраСистемс",12437,"",""
12438,"Сарыарқа",12438,"",""
12439,"Славянский дом книги",12439,"",""
12440,"Әдебиет баспа үйі",12440,"",""
12441,"КАРО",12441,"",""
12442,"Азия арна",12442,"",""
12443,"Хирон",12443,"",""
12444,"Болашақ баспа",12444,"",""
12445,"Армада",12445,"",""
12446,"Болашақ-баспа",12446,"",""
12447,"Тесей",12447,"",""
12448,"Аспект-Пресс",12448,"",""
12449,"Өнертаным",12449,"",""
12450,"Юридический Дом ""Юстицинформ",12450,"",""
12451,"КазГу",12451,"",""
12452,"Мейрам-Б",12452,"",""
12453,"Книжний дом ""ЛИБРОКОМ""",12453,"",""
12454,"Р.Валент",12454,"",""
12455,"Диалог МГУ",12455,"",""
12456,"Дамино",12456,"",""
12457,"БЕК",12457,"",""
12458,"Corpus",12458,"",""
12459,"Friedrich Ebert Stiftung",12459,"",""
12460,"изд.""Lem""",12460,"",""
12461,"Волтерс Клувер",12461,"",""
12462,"Полиграф",12462,"",""
12463,"ЖШС РПБК ""Дәуір""",12463,"",""
12464,"apress",12464,"",""
12465,"Prentice-hall,Inc",12465,"",""
12466,"Turan",12466,"",""
12467,"Cloud four",12467,"",""
12468,"SPSS",12468,"",""
12469,"Penquin Books",12469,"",""
12470,"Harper&Row,Publishers",12470,"",""
12471,"Inkilap kitabevi",12471,"",""
12472,"Wm.C.brown Publishers",12472,"",""
12473,"New riders publishing",12473,"",""
12474,"Marcel Dekker,Inc",12474,"",""
12475,"A division of Doubleday&Company,Inc",12475,"",""
12476,"Idea group Publishing",12476,"",""
12477,"Peter C.P.",12477,"",""
12478,"Prima Tech",12478,"",""
12479,"Sams",12479,"",""
12480,"Москва",12480,"",""
12481,"Laidlaw Brothers Publishers,Inc",12481,"",""
12482,"ДМКПресс",12482,"",""
12483,"Этерна",12483,"",""
12484,"Ленинградского университета",12484,"",""
12485,"PWS Publishing Company",12485,"",""
12486,"The Regents of the University of California",12486,"",""
12487,"РГКП",12487,"",""
12488,"ТрансЛит",12488,"",""
12489,"Тараз",12489,"",""
12490,"Рухият",12490,"",""
12491,"The Clarendon press",12491,"",""
12492,"Dunod",12492,"",""
12493,"Манн,Иванов и Фербер",12493,"",""
12494,"Arnold",12494,"",""
12495,"ABD Publishers",12495,"",""
14803,"Государственное учебно-педагогическое издательство министерства просвещения РСФСР",14803,"",""
14804,"Просвещения",14804,"",""
14805,"Вильямс",14805,"",""
14806,"Инфра-М",14806,"",""
14807,"QSE Ltd",14807,"",""
14808,"Политическая литература",14808,"",""
14809,"ДОСААФ",14809,"",""
14810,"Broadway Books",14810,"",""
14811,"Pine forge press",14811,"",""
14812,"Шарк",14812,"",""
14813,"Издательство литературы и исскуства имени Гафура Гуляма",14813,"",""
14814,"Surat Publishing Company",14814,"",""
14815,"Prentice-Hall International.Inc",14815,"",""
14816,"Remzi Kitabevi",14816,"",""
14817,"Raduga Publishers",14817,"",""
14818,"Tavasli",14818,"",""
14819,"Менеджер",14819,"",""
14820,"Издательство академии наук Узбекской ССР",14820,"",""
14821,"Нурлы әлем",14821,"",""
14822,"Академии наук Казахской ССР",14822,"",""
14823,"Издательство иностранной литературы",14823,"",""
14824,"Гидрометеоиздат",14824,"",""
14825,"Basil Blackwell,",14825,"",""
14826,"Kesim Ajans",14826,"",""
14827,"Мерани",14827,"",""
14828,"Қаржы-қаражат",14828,"",""
14829,"Birlesik Tomurcuk",14829,"",""
14830,"Детская Литература",14830,"",""
14831,"Айкап",14831,"",""
14832,"Наука и техника",14832,"",""
14833,"Perennial",14833,"",""
14834,"Ан Арыс",14834,"",""
14835,"VDA",14835,"",""
14836,"Ilgi yayini",14836,"",""
14837,"Yonetim gelistirme merkezi yayinlari",14837,"",""
14838,"Tanam press",14838,"",""
14839,"75 yil",14839,"",""
14840,"Guven Dersaneler yayini",14840,"",""
14841,"БИНОМ.Лаборатория знаний",14841,"",""
14842,"ЮНЕСКО",14842,"",""
14843,"Ақыл кітабы",14843,"",""
14844,"Worth Publishers",14844,"",""
14845,"БХВ- Петербург",14845,"",""
14846,"Диалектика",14846,"",""
14847,"Эдиториал УРСС",14847,"",""
14848,"КазГУМОиМЯ",14848,"",""
14849,"Сенім",14849,"",""
14850,"Русская Редакция",14850,"",""
14851,"Главная редакция физико-математической",14851,"",""
14852,"Akcag yayinlari",14852,"",""
14853,"Жоғарғы Кеңесінің баспасы",14853,"",""
14854,"НОРМА-К",14854,"",""
14855,"Addison-Wesley Publishing Company,Inc",15327,"",""
14856,"Жибек жолы",14856,"",""
14857,"Қазығұрт",14857,"",""
14858,"Damla yayin evi",14858,"",""
14859,"Илекса",14859,"",""
14860,"Warner Books",14860,"",""
14861,"ДЭМ",14861,"",""
14862,"Росмэн-Издат",14862,"",""
14863,"1С-Сервис",14863,"",""
14864,"Государственное Издательство",14864,"",""
14865,"Туркестан",14865,"",""
14866,"Аппарат акима г. Алматы",14866,"",""
14867,"Yabanci dil yayinlari",14867,"",""
14868,"Brooks/Cole",14868,"",""
14869,"Erdem Yayinlari",14869,"",""
14870,"АГУ им. Абая",14870,"",""
14871,"Арай",14871,"",""
14872,"ғылым",14872,"",""
14873,"Collins English Library",14873,"",""
14874,"W.W.Nortan & Com.",14874,"",""
14875,"Центр сравнительного изучения регионов",14875,"",""
14876,"Adet",14876,"",""
14877,"Hacettepe Tas",14877,"",""
14878,"Duran Ofset Matbaasi",14878,"",""
14879,"Калиниградское книжное издательство",14879,"",""
14880,"Государственное издательство техник-теоретической литературы",14880,"",""
14881,"BAsbakalik basimevi",14881,"",""
14882,"Zaman kitap",14882,"",""
14883,"Russki Yazik",14883,"",""
14884,"Қайар",14884,"",""
14885,"Turkiye Diyanet Vakfi",14885,"",""
14886,"Аудару",14886,"",""
14887,"Greifenverlag zu Rudolstadt",14887,"",""
14888,"Cem yainevi",14888,"",""
14889,"Невский диалект",14889,"",""
14890,"Қожа Ахмет Ясауи атындағы Қазақ-түрік Университеті",14890,"",""
14891,"Қазақ мемлекет баспасы",14891,"",""
14892,"Сектеп",14892,"",""
14893,"ЛКИ",14893,"",""
14894,"ҚХР ШЫНЖАҢ ХАЛЫҚ БАСПАСЫ",14894,"",""
14895,"Күлтегiн",14895,"",""
14896,"ZebraE",14896,"",""
14897,"Домино",14897,"",""
14898,"Орталық Ғылыми кітапхана",14898,"",""
14899,"ДОИВА",14899,"",""
14900,"PWS Publishing company",14900,"",""
14901,"Шежіренаме",14901,"",""
14902,"ИЛБИ",14902,"",""
14903,"ОЛМА-ПРЕСС",14903,"",""
14904,"КТМУ",14904,"",""
14905,"КазГосИНТИ",14905,"",""
14906,"Grosset&Dunlap Publishers",14906,"",""
14907,"Harcout Brace & Company",14907,"",""
14908,"өнер",14908,"",""
14909,"Arcade Publishing",14909,"",""
14910,"Издательство Московского центра непрерывного математического образования",14910,"",""
14911,"ООО""ТИД""ДС""",14911,"",""
14912,"STC",14912,"",""
14913,"Эксмо",14913,"",""
14914,"Риф Сказ",14914,"",""
14915,"Turku dil kurumu yayinlari",14915,"",""
14916,"Академии наук",14916,"",""
14917,"Интернет-университет Информационных Технологий",14917,"",""
14918,"Академия наук СССР",14918,"",""
14919,"Баспагер",14919,"",""
14920,"ТОО ""Қайнар баспасы""",14920,"",""
14921,"Астана-полиграфия",14921,"",""
14922,"Деловой мир",14922,"",""
14923,"Деловой мир Астана",14923,"",""
14924,"Центр по изучению Китая при ИМЭП",14924,"",""
14925,"Жанар",14925,"",""
14926,"Технология",14926,"",""
14927,"Вэсэлка",14927,"",""
14928,"Агентсва печати новости",14928,"",""
14929,"Орталық мәдени кітапхана",14929,"",""
14930,"Государственное издательство физико-математической культуры",14930,"",""
14931,"Арко",14931,"",""
14932,"ISBN агенттігі",14932,"",""
14933,"Әдебиет",14933,"",""
14934,"Полиграфкомбинат ЖШС",14934,"",""
14935,"Издательство ""Арыс""",14935,"",""
14936,"Издательство Ладомир",14936,"",""
14937,"НЦГСОТ",14937,"",""
14938,"Экономика және құқық академиясы",14938,"",""
14939,"Ұлағат",14939,"",""
14940,"Ы.Алтынсарин атындағы Қазақтың білім академиясының Республикалық баспа кабинеті",14940,"",""
14941,"Аспект-пресс",14941,"",""
14942,"МОН РК",14942,"",""
14943,"Омега-Л",14943,"",""
14944,"Қазақ СовеЭнциклопедиясының ба с",14944,"",""
14945,"МЦФЭР",14945,"",""
14946,"Саят жолши и партнеры",14946,"",""
14947,"Норма",14947,"",""
14948,"Центр востоковедения НАН РК",14948,"",""
14949,"Вятка",14949,"",""
14950,"Медина",14950,"",""
14951,"Эслан",14951,"",""
14952,"Гуманитарий",14952,"",""
14953,"Bookking International",14953,"",""
14954,"Printhouse",14954,"",""
14955,"Полиграфсерви",14955,"",""
14956,"ИП ""Волкова Е.В.""",14956,"",""
14957,"Қазақ интернеті",14957,"",""
14958,"Межд.Прес-Центр Новости",14958,"",""
14959,"БДИПЧ",14959,"",""
14960,"ЮРАЙТ",14960,"",""
14961,"Microsoft Press",14961,"",""
14962,"McGraw-Hill Book Company,Inc",14962,"",""
14963,"Cisco systems",14963,"",""
14964,"Cambridge University press",14964,"",""
14965,"Saunders College Publishing",14965,"",""
14966,"Stanley Thornes(Publishers) Ltd",14966,"",""
14967,"Санкт-Петербург",14967,"",""
14968,"Sams publishing",14968,"",""
14969,"Foreign&Commonwealth Office",14969,"",""
14970,"The Mc-Graw Hill Companies",14970,"",""
14971,"Addison-Wesley,inc",12149,"",""
14972,"Independent University of Moscow",14972,"",""
14973,"Coriolis group books",14973,"",""
14974,"КУРС",14974,"",""
14975,"Curt Hinrichs",14975,"",""
14976,"Альпина нон-фикшн",14976,"",""
14977,"Additional McGraw-Hill international editions",14977,"",""
14978,"Steclov Mathematical Institute",14978,"",""
14979,"Cambridge at the university press",14979,"",""
14980,"Ән-Арыс",14980,"",""
14981,"Учебно - научный центр довузовского образования",14981,"",""
14982,"Ақмола ЦНТИ",14982,"",""
14983,"Irwin-McGraw-Hill,Inc",14983,"",""
14984,"Инфотропик Медиа",14984,"",""
14985,"Лабиринт",14985,"",""
14986,"Кристалл",14986,"",""
14987,"ҚР БҒМ Экономика институты",14987,"",""
14988,"Prentice Hall,Upper Saddle River,NJ 07458",14988,"",""
14989,"Harcourt,Inc",14989,"",""
14990,"КИЦ институт экономики КН МОН РК",14990,"",""
14991,"Эletiюim Yayэnlarэ",14991,"",""
14992,"Praeger",14992,"",""
14993,"Palo alto",14993,"",""
14994,"International Thomson",14994,"",""
14995,"Doubleday Book",14995,"",""
14996,"Editions du Seuil",14996,"",""
14997,"Thomson course technology",14997,"",""
14998,"McGraw-Hill Company",14998,"",""
14999,"Erdem Yaiynlari",14999,"",""
15000,"Corgi Books",15000,"",""
15001,"Coronet Books",15001,"",""
15002,"T.C.kultur bakanligi yayinlari",15002,"",""
15003,"Foreign Languages Publishing House",15003,"",""
15004,"World's Classics",15004,"",""
15005,"Blackwell publishing Ltd",15005,"",""
15006,"West publishing company",15006,"",""
15007,"Heinemann Educational Books",15007,"",""
15008,"Internatinal Labour Organization",15008,"",""
15009,"Bantam books",15009,"",""
15010,"v.Hase&Koehler Verlag",15010,"",""
15011,"A Dell Book",15011,"",""
15012,"Little,Brown and Company",15012,"",""
15013,"Kensington Publishing",15013,"",""
15014,"First anchor books",15014,"",""
15015,"Barnes&Noble publishing,Inc",15015,"",""
15016,"Mitteldeutscher Verlag",15016,"",""
15017,"Overseas Missionary Fellowship",15017,"",""
15018,"Methuen Drama",15018,"",""
15019,"Irwin",15019,"",""
15020,"Brown and Company",15020,"",""
15021,"Harvard Business School press",15021,"",""
15022,"McGraw-Hill Irwin",15022,"",""
15023,"Mountain press publishing company",15023,"",""
15024,"Librarie des champs-elysees",15024,"",""
15025,"AKDTYK",15025,"",""
15026,"Ege universitesi basimevi",15026,"",""
15027,"Duxbury Press",15027,"",""
15028,"Leading Edge Publications",15028,"",""
15029,"Plaka matbaacilik",15029,"",""
15030,"Basbakanlik basimevi",15030,"",""
15031,"IU basimevi ve Film Merkezi",15031,"",""
15032,"pearson education",15032,"",""
15033,"Granada Publishing",15033,"",""
15034,"Rockefeller center",15034,"",""
15035,"Harper Collins College",15035,"",""
15036,"Foundation for Economic Education",15036,"",""
15037,"Cato Institute",15037,"",""
15038,"Thomson Information",15038,"",""
15039,"Policy Studied Institute",15039,"",""
15040,"Simmonds & Hill Publishing",15040,"",""
15041,"The brookings institution",15041,"",""
15042,"Ron Doleman",15042,"",""
15043,"Zebra Books",15043,"",""
15044,"Norman Whitney",15044,"",""
15045,"Esra yayinlari",15045,"",""
15046,"Manager",15046,"",""
15047,"An orbit book",15047,"",""
15048,"Raduga",15048,"",""
15049,"Psychology press ltd",15049,"",""
15050,"Gendas",15050,"",""
15051,"Ekin yayinlari",15051,"",""
15052,"Tankonyvkiado",15052,"",""
15053,"Grosset&Dunlap",15053,"",""
15054,"Proswestschenije",15054,"",""
15055,"Chatham house publishers",15055,"",""
15056,"Turdav",15056,"",""
15057,"Colorado springs",15057,"",""
15058,"Brown&Benchmark",15058,"",""
15059,"Kulturm ve turizm bakanligi yayinlari",15059,"",""
15060,"Farrar",15060,"",""
15061,"Beka book publications",15061,"",""
15062,"Внешсигма",15062,"",""
15063,"Northumberland press",15063,"",""
15064,"W.B.Saunders company",15064,"",""
15065,"Editions vikra",15065,"",""
15066,"Oxford American English",15066,"",""
15067,"Гелеос",15067,"",""
15068,"SAK yayinlari",15068,"",""
15069,"Baglam yayinlari",15069,"",""
15070,"Excel Books",15070,"",""
15071,"T.C. basbakanlik",15071,"",""
15072,"Su vakfi yayinlari",15072,"",""
15073,"Prentice-Hall International, Inc",15073,"",""
15074,"McGraw-Hill Book Company Australia Pty Limited",15074,"",""
15075,"Edebiyat Fakultesi Basimevi",15075,"",""
15076,"Apa yayincilik",15076,"",""
15077,"Iletisim Yayinlari",15077,"",""
15078,"Macdonald&Co",15078,"",""
15079,"Williams&Wilkins",15079,"",""
15080,"Military publishing house USSR ministry of defence",15080,"",""
15081,"Bayrak yayimcilik",15081,"",""
15082,"Kendall/Hunt publishing",15082,"",""
15083,"Arba yayinlari",15083,"",""
15084,"SOL yayinlari",15084,"",""
15085,"Erdemk yayinlari",15085,"",""
15086,"a Division of the Mc Graw Hill companies",15086,"",""
15087,"Уровень А",15087,"",""
15088,"The University of Oklahoma",15088,"",""
15089,"American Association for the Advancement of Science",15089,"",""
15090,"Dudenverlag",15090,"",""
15091,"Greenhaven Press,Inc",15091,"",""
15092,"Dizgi-Tasarim-Baski",15092,"",""
15093,"Law and Business Publications Inc",15093,"",""
15094,"Gelisim Yayinlari",15094,"",""
15095,"State university of New York Press",15095,"",""
15096,"Al Farabi kitabevi",15096,"",""
15097,"Asam yayinlari",15097,"",""
15098,"Ataturk Universitesi Basimevi",15098,"",""
15099,"Diyanet Isleri Basknaligi yayinlari",15099,"",""
15100,"Istanbul Menkul Kiymetler Borsasi",15100,"",""
15101,"Ajans-Turk Matbaacilik A.S.",15101,"",""
15102,"СПб",15102,"",""
15103,"Журналистика",15103,"",""
15104,"Oxford university Press",15104,"",""
15105,"Астана Даму-21",15105,"",""
15106,"Silhouette Books",15106,"",""
15107,"Quercus Corporation",15107,"",""
15108,"New Directions Book,",15108,"",""
15109,"Sparknotes",15109,"",""
15110,"Mammoth",15110,"",""
15111,"Heinemann ELT",15111,"",""
15112,"Иностранные языки",15112,"",""
15113,"Teachers of English to Speakers of Other Languages,",15113,"",""
15114,"Heinle&Gengage Learning",15114,"",""
15115,"Восток- Запад",15115,"",""
15116,"Ника- Центр",15116,"",""
15117,"Palgrave Macmillan",15117,"",""
15118,"Тіл комитеті",15118,"",""
15119,"Pro Helvetia,",15119,"",""
15120,"Harper",15120,"",""
15121,"National Textbook Company",15121,"",""
15122,"A publication of The Summer Institute of Linuistics and the University of Texas",15122,"",""
15123,"Taylor Si Francis Group",15123,"",""
15124,"University of Arkansas at Little Rock Writer's Network",15124,"",""
15125,"NCRC",15125,"",""
15126,"Harcourt Brace College Publishers",15126,"",""
15127,"Frances Lincoln Children's Book",15127,"",""
15128,"Adams&Austen Press",15128,"",""
15129,"Chancerel",15129,"",""
15130,"Healt and Company,",15130,"",""
15131,"Atlas&Co",15131,"",""
15132,"Compass Publishing",15132,"",""
15133,"United States Department of State",15133,"",""
15134,"Duke University Press,",15134,"",""
15135,"McGraw-Hill Higher Education",15135,"",""
15136,"Massachusetts Institute of Technology",15136,"",""
15137,"AltaMira Press",15137,"",""
15138,"Capital City Press",15138,"",""
15139,"Macquaire University",15139,"",""
15140,"Russo",15140,"",""
15141,"Kendall/Hunt Publishing Company,",15141,"",""
15142,"Newmarket press",15142,"",""
15143,"Samuel French",15143,"",""
15144,"Anchor Books Doubladay,",15144,"",""
15145,"LINGUARUS",15145,"",""
15146,"Сеанс",15146,"",""
15147,"Центр исследования правовой политики",15147,"",""
15148,"American Psychological Association,",15148,"",""
15149,"Казэксперт",15149,"",""
15150,"University of Utah press",15150,"",""
16051,"Finantial Planning Institute, Inc.",,"",""
15784,"Dover Publications inc.",,"",""
15805,"Fatih University publications",,"",""
15806,"The University Of Alabama Press",,"",""
15813," Pearson Education Canada",,"",""
15814,"St. Martin's Press,Inc",,"",""
15815,"Kazakh National University after al-Farabi",,"",""
15816,"Regents of the University of California",,"",""
15817,"Prentice Hall,Inc.",,"",""
15818,"Qazaq universitety",,"",""
15819,"The Mcgraw-Hill companies,Inc ",,"",""
15822,"John Wiley&Sons, Inc.",,"",""
15824,"Times mirror higher education group, Inc. company",,"",""
15826,"John Wiley and Sons,Inc",,"",""
15827,"McGraw-Hill,Inc.",,"",""
15828,"The McGraw-Hill Companies, Inc.",,"",""
15829,"Pearson education, Inc.",,"",""
15830,"O'Reilly & Associates, Inc.",,"",""
15831,"Deluxe Printery",,"",""
15832,"Praeger Publishers",,"",""
15833,"Pearson Education Canada",,"",""
15834,"West Publishing Corp.",,"",""
15839,"W. W. Norton and Company",,"",""
15841,"A Johnson Matthey company",,"",""
15842,"Pearson Hall",,"",""
15843,"Richard  Brealey",,"",""
15847,"KBTU",,"",""
15849,"MPG Books Ltd",,"",""
15850,"Friedrich Ebert Stiftung,Kazakhstan Institute for Strategic Studies",,"",""
15851,"Kazakh University Press",,"",""
15852,"South-Western Pub",,"",""
15862,"ACM press, A Division of the Association for Computing Machinary, Inc.",,"",""
15864,"Bell and Bain Ltd",,"",""
15865,"Rahul Print O Pack",,"",""
15866,"Scott, Foresman and Company.",,"",""
15867,"Norton Company",,"",""
15868,"Irwin/McGraw-Hill",,"",""
15869,"RICHARD D. IRWIN",,"",""
15874,"Butterworth-Heinemann Ltd",,"",""
15875,"International Labour Office",,"",""
15876,"Dover Publications, Inc.",,"",""
15878,"Routledge Taylor and Francis Group",,"",""
15880,"International Monetary Fund",,"",""
15881,"McGraw-Hill Book Company Europe",,"",""
15883,"Tata McGraw-Hill ",,"",""
15884,"The Benjamin/Cummings Company",,"",""
15885,"John Wiley & Sons Singapore Pte. Ltd.",,"",""
15886,"Routledge Taylor & Francis Group.",,"",""
15887,"Made simple ",,"",""
15889,"Addison-Wesley Publishing Company, Inc.",,"",""
15901,"Addison-Wesley/Narosa",,"",""
15902,"Fairchild Korea Semiconductor ",,"",""
15903,"McGraw-Hill Book Co.",,"",""
15904,"The Pragmatic Programmers",,"",""
15905,"Prentice Hall Europe",,"",""
15921,"West Publishing Co.",,"",""
15923,"Wiley Publishing, Inc.",,"",""
15931,"Galileo Press Inc.",,"",""
15940,"Ted Buchholz",,"",""
15949,"Orhan Kural",,"",""
15950,"Sun Microsystems Inc.",,"",""
15955,"John Wiley& Sons",,"",""
15957,"N/A",,"",""
15958,"CRC Press Taylor & Francis Group, LLC",,"",""
15960,"Addison Wesley Longman Inc.",,"",""
15961,"European Physical Society",,"",""
15963,"John Wiley & Sons Inc.",,"",""
15967,"McGRAW -Hill Book Company",,"",""
15968,"John Willey & Sons, Inc.",,"",""
15969,"SAS Institute Inc.",,"",""
15970,"John Wiley&Sons, Inc",,"",""
15971,"Brooks/Cole, Thomson Learning, Inc.",,"",""
15972,"SEEHEIM",,"",""
15973,"John Wiley & Sons, LTD.",,"",""
15976,"Brooks/Cole, Thomson Learning Inc.",,"",""
15983,"South-Western Colege Pub.",,"",""
15984,"Thomson  Wadsworth",,"",""
15985,"South-Western, The Thomson Corporation",,"",""
15987,"McGraw Hill, Inc.",,"",""
15994,"Springer Science+Business Media B.V. 2011",,"",""
15995,"Springer Science+Business Media LLC",,"",""
15996,"Jalan Zirkon",,"",""
15997,"KOGAN PAGE",,"",""
15998,"Roxbury Publishing Company",,"",""
15999,"Polity Press ",,"",""
16000,"Dix Hills",,"",""
16013,"Trolltech ASA",,"",""
16015,"Packt Publishing Ltd.",,"",""
16017,"American Mathematical Society",,"",""
16018,"Marlowe & Company",,"",""
16021,"Arcitura Education Inc.",,"",""
16022,"Big Nerd Ranch, Inc.",,"",""
16023,"Dorling Kindersley India Pvt. Ltd. ",,"",""
16024,"Scott/Jones Publishing Company",,"",""
16025,"Kazak university",,"",""
16026,"Rockport Publishers, Inc.",,"",""
16027,"The Metropolitan Museum of Art",,"",""
16028,"Scott, Foresman and Company",,"",""
16029,"Travel Vision ",,"",""
16032,"United States Unformation Agency ",,"",""
16033,"Harcourt Brace & Company",,"",""
16049,"Harper & Row, Publishers ",,"",""
16056,"O'Reilly & Associates",,"",""
16057,"Indiana University Turkish Studies",,"",""
16058,"Barron's Educational series, Inc.",,"",""
16059,"J. M. Dent & Sons, ltd.",,"",""
16060,"Georgia State University",,"",""
16062,"Hachette F.L.E.",,"",""
16064,"The ICFAI University Press",,"",""
16069,"Benjamin A.W, Inc",,"",""
16070,"Lawrence Erlbaum Associates,Inc",,"",""
15151,"Фикер",15151,"",""
16071,"Avon Books Inc.",,"",""
16072,"McGraw-Hill Pubclishing Company",,"",""
16073,"A & W Publishers Inc.",,"",""
16074,"Turan Publishing House",,"",""
16075,"Smithhsonian Institution Press",,"",""
16078,"Питер Пресс",,"",""
16079,"Hyperion",,"",""
16080,"Modern Library",,"",""
16083,"Allyn and Bacon ",,"",""
16084,"Department of Philosophy of Science and Technology",,"",""
16085,"Penguin Classics",,"",""
16086,"American Assembly",,"",""
16088,"The University of Chicago Press.",,"",""
16089,"Brookings Institution",,"",""
16090,"Kazakh university ",,"",""
16097,"KazISS under the President of RK",,"",""
16101,"Scholastic, Inc",,"",""
16102,"Ashgate Publishing Ltd",,"",""
16103,"Villard Books",,"",""
16104,"HarperCollins Publishers, Inc.",,"",""
16105,"Simon & Schuster",,"",""
16106,"HarperCollins College Publishers, Inc.",,"",""
16107,"Prentice-Hall International, Inc.",,"",""
16108,"Person Education, Inc.",,"",""
16109,"Novaprint Basimevi",,"",""
16110,"Macmillan Publishing company ",,"",""
16116,"W.W. Norton & Company, Inc.",,"",""
16117,"Disney Enterprises,Inc.",,"",""
15823,"Hacket publishing company",,"",""
15788," Brooks/Cole Publishing Co.",,"",""
15922,"South-Western,Cengage Learning",,"",""
15924,"Allied publishers limited",,"",""
15929,"h",,"",""
15930,".",,"",""
15932,"HarperCollins College Publishers",,"",""
15939,"South-Western ",,"",""
15977,"O'Reilly,Inc",,"",""
15978,"O'Reilly, Inc",,"",""
15986,"Hein Smith & Hilary Morrison",,"",""
16077,"Sage Yayincilik Reklam Matbaacilik San ve. Tic. Ltd.",,"",""
16082,"D.C. Heath and Company",,"",""
16087,"Elsevier North Holland, Inc.",,"",""
16118,"Lomond Books Ltd",,"",""
16119,"Glencoe McGraw-Hill",,"",""
16120,"The Office ofIinformation and Press. NATO",,"",""
16121,"Dorset Press",,"",""
16124,"Touchstone ",,"",""
16125,"Longman Group Ltd",,"",""
16126,"Thomson More Publishing",,"",""
16127,"Longman Publishers",,"",""
16128,"A Simon & Schuster Company",,"",""
16129,"United States Information Agnecy",,"",""
16131,"Panstwowe Wydawnictwo Naukowe",,"",""
16132,"McKinsey & Company, Inc.",,"",""
16133,"Thomson Litho Ltd.",,"",""
16134,"Simon & Schuster, Inc.",,"",""
16135,"Allyn and Bacon, Inc.",,"",""
16136,"Butterworth-Heinemann ",,"",""
16137,"Thomson Learning, Inc.",,"",""
16138,"James Nisbet & Co. Ltd",,"",""
16139,"Simon and Schuster",,"",""
16140,"A Simon & Schuster Macmillian Company",,"",""
16142,"Peter Collin Publishing Ltd",,"",""
16143,"Jonh Wiley & Sons, Inc.",,"",""
16144,"Harcourt College Pub",,"",""
16145,"Hartcourt Brace Jovanovich Publishers",,"",""
16146,"University of New England",,"",""
16147,"Simon & Schuster ",,"",""
16149,"ABRAMS",,"",""
16152,"Multilingual Matters ",,"",""
16155,"Kaplan Publishing",,"",""
16156,"Wiley India Ltd.",,"",""
16157,"Addison-Wesley Pub. ",,"",""
16158,"PTR Prentice-Hall",,"",""
16159,"McGraw-Hill International (UK) Limited",,"",""
16162,"Harper Collins Publishers, Inc.",,"",""
16168,"The University of Michigan Press",,"",""
16169,"Scholastic Professional Books",,"",""
16170,"Good Apple, Inc.",,"",""
16172,"Conran Octopus Limited",,"",""
16173,"St. Martin's Press, Inc.",,"",""
16174,"The Summer Institute of Linuistics and the University of Texas",,"",""
16176,"Kogan Page Ltd.",,"",""
16178,"Lawrence Erlbaum Associates, Inc.",,"",""
16181,"The Mc Graw Hill Primis Online",,"",""
